Time,TimeStamp, AccX, AccY, AccZ, GyrX, GyrY, GyrZ, MagX, MagY, MagZ, Roll, Pitch, Yaw, Qw, Qx, Qy, Qz
16-41-07.346,21844, 0.020, 0.013, 0.993, -0.07, -1.01, 30.18, -37.017, 3.767, -34.225, 4.09, 7.28, 7.45, 0.995, 0.031, 0.066, 0.063
16-41-07.352,21849, -0.015, 0.075, 1.000, 0.12, -0.58, 26.21, -37.017, 3.767, -34.225, 4.11, 7.26, 7.58, 0.995, 0.032, 0.065, 0.064
16-41-07.356,21854, 0.021, 0.022, 0.995, 0.06, -0.28, 23.41, -37.017, 3.767, -34.225, 4.12, 7.23, 7.70, 0.995, 0.032, 0.065, 0.065
16-41-07.362,21859, 0.032, 0.013, 0.994, -0.37, 0.21, 20.05, -37.017, 3.767, -34.225, 4.12, 7.21, 7.80, 0.995, 0.032, 0.065, 0.066
16-41-07.366,21864, 0.023, 0.006, 0.999, -0.43, 0.58, 21.09, -37.017, 3.767, -34.225, 4.13, 7.20, 7.90, 0.995, 0.032, 0.065, 0.066
16-41-07.372,21869, 0.003, -0.010, 0.996, -0.49, 0.58, 25.30, -37.017, 3.767, -34.225, 4.14, 7.18, 8.03, 0.995, 0.032, 0.065, 0.068
16-41-07.376,21874, 0.014, -0.003, 0.992, -0.61, 0.39, 27.50, -37.017, 3.767, -34.225, 4.14, 7.16, 8.17, 0.995, 0.032, 0.065, 0.069
16-41-07.382,21879, -0.002, 0.048, 0.998, -0.43, 0.21, 27.01, -37.017, 3.767, -34.225, 4.16, 7.14, 8.30, 0.995, 0.032, 0.065, 0.070
16-41-07.386,21884, -0.001, 0.041, 0.999, -0.31, 0.27, 25.67, -37.017, 3.767, -34.225, 4.17, 7.12, 8.43, 0.995, 0.032, 0.065, 0.071
16-41-07.392,21889, -0.003, 0.043, 0.996, -0.31, 0.21, 22.61, -37.017, 3.767, -34.225, 4.18, 7.11, 8.54, 0.995, 0.032, 0.064, 0.072
16-41-07.396,21894, -0.003, 0.042, 0.999, -0.37, 0.21, 18.46, -37.017, 3.767, -34.225, 4.19, 7.09, 8.64, 0.995, 0.032, 0.064, 0.073
16-41-07.402,21899, 0.012, 0.001, 0.998, -0.13, 0.21, 14.37, -37.017, 3.767, -34.225, 4.19, 7.08, 8.71, 0.995, 0.032, 0.064, 0.073
16-41-07.406,21904, 0.000, 0.026, 0.993, 0.18, 0.27, 11.81, -37.017, 3.767, -34.225, 4.19, 7.06, 8.77, 0.995, 0.032, 0.064, 0.074
16-41-07.412,21909, 0.005, 0.017, 1.000, 0.18, 0.33, 10.53, -37.017, 3.767, -34.225, 4.19, 7.05, 8.82, 0.995, 0.032, 0.064, 0.074
16-41-07.416,21914, 0.005, 0.012, 1.000, 0.00, 0.03, 8.64, -37.017, 3.767, -34.225, 4.19, 7.04, 8.86, 0.995, 0.032, 0.064, 0.075
16-41-07.422,21919, 0.009, 0.010, 1.000, -0.07, -0.22, 7.48, -37.017, 3.767, -34.225, 4.19, 7.02, 8.90, 0.995, 0.032, 0.064, 0.075
16-41-07.426,21924, 0.007, 0.020, 0.996, -0.07, -0.03, 6.93, -37.017, 3.767, -34.225, 4.19, 7.01, 8.93, 0.995, 0.032, 0.064, 0.075
16-41-07.432,21929, 0.008, 0.022, 0.998, -0.07, -0.09, 6.68, -37.017, 3.767, -34.225, 4.19, 6.99, 8.97, 0.995, 0.032, 0.064, 0.076
16-41-07.438,21934, 0.007, 0.022, 0.994, 0.00, -0.22, 6.13, -37.017, 3.767, -34.225, 4.19, 6.98, 9.00, 0.995, 0.032, 0.064, 0.076
16-41-07.442,21939, 0.008, 0.019, 0.995, 0.00, -0.40, 5.52, -37.017, 3.767, -34.225, 4.19, 6.97, 9.02, 0.995, 0.032, 0.063, 0.076
16-41-07.446,21944, 0.015, 0.012, 0.994, 0.00, -0.40, 4.79, -37.017, 3.767, -34.225, 4.19, 6.95, 9.05, 0.995, 0.032, 0.063, 0.076
16-41-07.454,21949, 0.012, 0.009, 0.995, 0.00, -0.46, 4.12, -37.017, 3.767, -34.225, 4.19, 6.94, 9.07, 0.995, 0.032, 0.063, 0.077
16-41-07.456,21954, 0.006, 0.018, 0.997, 0.12, -0.46, 4.06, -37.017, 3.767, -34.225, 4.18, 6.92, 9.09, 0.995, 0.032, 0.063, 0.077
16-41-07.462,21959, 0.014, 0.008, 0.997, 0.18, -0.52, 4.43, -37.017, 3.767, -34.225, 4.18, 6.91, 9.11, 0.995, 0.032, 0.063, 0.077
16-41-07.466,21964, 0.010, 0.013, 0.993, 0.18, -0.70, 4.79, -37.017, 3.767, -34.225, 4.18, 6.89, 9.13, 0.995, 0.032, 0.063, 0.077
16-41-07.472,21969, 0.010, 0.017, 1.000, 0.18, -0.40, 5.40, -37.017, 3.767, -34.225, 4.18, 6.88, 9.16, 0.995, 0.032, 0.063, 0.077
16-41-07.476,21974, 0.007, 0.027, 0.994, 0.06, -0.28, 5.46, -37.017, 3.767, -34.225, 4.18, 6.86, 9.19, 0.995, 0.032, 0.063, 0.078
16-41-07.482,21979, 0.010, 0.022, 0.996, 0.00, -0.22, 4.79, -37.017, 3.767, -34.225, 4.18, 6.85, 9.21, 0.995, 0.031, 0.062, 0.078
16-41-07.486,21984, 0.008, 0.023, 0.998, 0.06, -0.34, 3.27, -37.017, 3.767, -34.225, 4.18, 6.84, 9.22, 0.995, 0.031, 0.062, 0.078
16-41-07.492,21989, 0.011, 0.017, 0.996, 0.00, -0.52, 2.05, -37.017, 3.767, -34.225, 4.17, 6.82, 9.23, 0.995, 0.031, 0.062, 0.078
16-41-07.496,21994, 0.006, 0.015, 0.996, 0.00, -0.34, 1.37, -37.017, 3.767, -34.225, 4.17, 6.81, 9.24, 0.995, 0.031, 0.062, 0.078
16-41-07.502,21999, 0.011, 0.015, 0.994, 0.00, -0.22, 1.07, -37.017, 3.767, -34.225, 4.17, 6.80, 9.24, 0.995, 0.031, 0.062, 0.078
16-41-07.506,22004, 0.011, 0.016, 1.000, -0.07, -0.34, 0.82, -37.017, 3.767, -34.225, 4.16, 6.78, 9.25, 0.995, 0.031, 0.062, 0.078
16-41-07.512,22009, 0.012, 0.015, 0.999, -0.07, -0.09, 0.70, -37.017, 3.767, -34.225, 4.16, 6.77, 9.25, 0.995, 0.031, 0.062, 0.078
16-41-07.516,22014, 0.011, 0.014, 0.999, 0.00, -0.03, 0.46, -37.017, 3.767, -34.225, 4.15, 6.76, 9.25, 0.995, 0.031, 0.062, 0.078
16-41-07.522,22019, 0.019, 0.015, 0.998, 0.18, -0.09, 0.34, -37.017, 3.767, -34.225, 4.15, 6.75, 9.25, 0.995, 0.031, 0.062, 0.078
16-41-07.526,22024, 0.010, 0.018, 0.994, 0.12, -0.03, 0.28, -37.017, 3.767, -34.225, 4.14, 6.74, 9.25, 0.995, 0.031, 0.061, 0.078
16-41-07.532,22029, 0.014, 0.010, 0.998, 0.06, 0.15, 0.40, -37.017, 3.767, -34.225, 4.14, 6.73, 9.26, 0.995, 0.031, 0.061, 0.078
16-41-07.536,22034, 0.014, 0.014, 0.999, 0.06, 0.09, 0.40, -37.017, 3.767, -34.225, 4.14, 6.72, 9.26, 0.995, 0.031, 0.061, 0.078
16-41-07.542,22039, 0.017, 0.019, 0.999, 0.12, 0.09, 0.21, -37.017, 3.767, -34.225, 4.13, 6.71, 9.26, 0.995, 0.031, 0.061, 0.078
16-41-07.548,22044, 0.010, 0.018, 0.998, 0.12, 0.33, -0.03, -37.017, 3.767, -34.225, 4.13, 6.70, 9.26, 0.995, 0.031, 0.061, 0.078
16-41-07.552,22049, 0.005, 0.013, 1.001, 0.06, 0.39, -0.15, -37.017, 3.767, -34.225, 4.12, 6.69, 9.26, 0.995, 0.031, 0.061, 0.078
16-41-07.558,22054, 0.008, 0.017, 0.995, 0.06, 0.21, -0.21, -37.017, 3.767, -34.225, 4.12, 6.68, 9.26, 0.995, 0.031, 0.061, 0.078
16-41-07.562,22059, 0.012, 0.014, 0.997, -0.13, 0.09, -0.34, -37.017, 3.767, -34.225, 4.11, 6.67, 9.25, 0.995, 0.031, 0.061, 0.078
16-41-07.568,22064, 0.012, 0.017, 0.997, -0.07, 0.15, -0.40, -37.017, 3.767, -34.225, 4.11, 6.66, 9.25, 0.995, 0.031, 0.061, 0.078
16-41-07.572,22069, 0.012, 0.018, 0.998, 0.00, 0.15, -0.52, -37.017, 3.767, -34.225, 4.10, 6.65, 9.25, 0.995, 0.031, 0.061, 0.078
16-41-07.578,22074, 0.010, 0.017, 1.001, 0.06, 0.21, -0.52, -37.017, 3.767, -34.225, 4.10, 6.65, 9.24, 0.995, 0.031, 0.061, 0.078
16-41-07.582,22079, 0.010, 0.021, 0.994, -0.07, 0.21, -0.70, -37.017, 3.767, -34.225, 4.10, 6.64, 9.24, 0.995, 0.031, 0.061, 0.078
16-41-07.588,22084, 0.012, 0.012, 0.998, 0.00, 0.27, -1.19, -37.017, 3.767, -34.225, 4.09, 6.63, 9.23, 0.995, 0.031, 0.060, 0.078
16-41-07.592,22089, 0.013, 0.015, 0.996, 0.06, 0.03, -1.49, -37.017, 3.767, -34.225, 4.08, 6.62, 9.23, 0.995, 0.031, 0.060, 0.078
16-41-07.598,22094, 0.011, 0.014, 0.998, 0.00, -0.09, -1.62, -37.017, 3.767, -34.225, 4.08, 6.61, 9.22, 0.995, 0.031, 0.060, 0.078
16-41-07.601,22099, 0.012, 0.017, 0.998, -0.07, -0.15, -1.74, -37.017, 3.767, -34.225, 4.07, 6.60, 9.21, 0.995, 0.031, 0.060, 0.078
16-41-07.607,22104, 0.006, 0.010, 1.000, 0.00, -0.03, -1.74, -37.017, 3.767, -34.225, 4.07, 6.59, 9.20, 0.995, 0.031, 0.060, 0.078
16-41-07.611,22109, 0.012, 0.010, 0.995, 0.06, -0.03, -1.31, -37.017, 3.767, -34.225, 4.06, 6.58, 9.19, 0.995, 0.031, 0.060, 0.078
16-41-07.617,22114, 0.011, 0.017, 0.998, 0.12, 0.03, -0.76, -37.017, 3.767, -34.225, 4.06, 6.57, 9.19, 0.995, 0.031, 0.060, 0.078
16-41-07.621,22119, 0.011, 0.013, 0.999, 0.18, -0.03, -0.52, -37.017, 3.767, -34.225, 4.05, 6.56, 9.18, 0.995, 0.031, 0.060, 0.078
16-41-07.627,22124, 0.012, 0.014, 0.995, 0.06, -0.15, -0.52, -37.017, 3.767, -34.225, 4.05, 6.55, 9.18, 0.995, 0.031, 0.060, 0.078
16-41-07.631,22129, 0.009, 0.014, 0.994, 0.00, -0.09, -0.70, -37.017, 3.767, -34.225, 4.04, 6.54, 9.18, 0.995, 0.031, 0.060, 0.078
16-41-07.637,22134, 0.008, 0.012, 0.989, -0.07, 0.09, -0.88, -37.017, 3.767, -34.225, 4.04, 6.53, 9.17, 0.995, 0.031, 0.060, 0.078
16-41-07.641,22139, 0.012, 0.011, 0.997, -0.07, 0.09, -0.64, -37.017, 3.767, -34.225, 4.03, 6.52, 9.17, 0.995, 0.030, 0.059, 0.078
16-41-07.647,22144, 0.007, 0.014, 0.994, 0.06, 0.03, -0.52, -37.017, 3.767, -34.225, 4.03, 6.51, 9.17, 0.995, 0.030, 0.059, 0.078
16-41-07.651,22149, 0.004, 0.016, 0.995, 0.00, -0.09, -0.52, -37.017, 3.767, -34.225, 4.02, 6.50, 9.16, 0.995, 0.030, 0.059, 0.078
16-41-07.657,22154, 0.012, 0.016, 1.001, 0.00, -0.15, -0.40, -37.017, 3.767, -34.225, 4.02, 6.49, 9.16, 0.995, 0.030, 0.059, 0.078
16-41-07.661,22159, 0.010, 0.015, 0.995, -0.07, -0.03, -0.34, -37.017, 3.767, -34.225, 4.01, 6.48, 9.16, 0.995, 0.030, 0.059, 0.078
16-41-07.667,22164, 0.011, 0.017, 0.999, 0.00, -0.03, -0.27, -37.017, 3.767, -34.225, 4.01, 6.47, 9.16, 0.995, 0.030, 0.059, 0.078
16-41-07.671,22169, 0.018, 0.014, 0.994, 0.12, 0.03, -0.34, -37.017, 3.767, -34.225, 4.01, 6.46, 9.15, 0.995, 0.030, 0.059, 0.078
16-41-07.677,22174, 0.011, 0.017, 1.000, 0.18, -0.03, -0.34, -37.017, 3.767, -34.225, 4.00, 6.45, 9.15, 0.995, 0.030, 0.059, 0.078
16-41-07.681,22179, 0.011, 0.012, 0.999, 0.12, -0.28, -0.15, -37.017, 3.767, -34.225, 4.00, 6.44, 9.15, 0.995, 0.030, 0.059, 0.078
16-41-07.687,22184, 0.010, 0.017, 0.994, 0.06, -0.34, -0.03, -37.017, 3.767, -34.225, 3.99, 6.43, 9.15, 0.995, 0.030, 0.059, 0.078
16-41-07.691,22189, 0.018, 0.015, 0.996, 0.00, -0.15, 0.09, -37.017, 3.767, -34.225, 3.99, 6.42, 9.15, 0.995, 0.030, 0.059, 0.078
16-41-07.697,22194, 0.011, 0.016, 0.998, 0.06, -0.15, -0.03, -37.017, 3.767, -34.225, 3.99, 6.41, 9.15, 0.995, 0.030, 0.058, 0.078
16-41-07.701,22199, 0.010, 0.015, 1.000, 0.18, -0.15, -0.09, -37.017, 3.767, -34.225, 3.98, 6.40, 9.15, 0.995, 0.030, 0.058, 0.078
16-41-07.707,22204, 0.012, 0.016, 0.997, 0.12, -0.09, -0.03, -37.017, 3.767, -34.225, 3.98, 6.39, 9.15, 0.995, 0.030, 0.058, 0.078
16-41-07.711,22209, 0.007, 0.012, 0.992, 0.00, -0.03, -0.03, -37.017, 3.767, -34.225, 3.97, 6.38, 9.15, 0.995, 0.030, 0.058, 0.078
16-41-07.717,22214, 0.013, 0.016, 0.997, 0.00, -0.15, -0.03, -37.017, 3.767, -34.225, 3.97, 6.37, 9.15, 0.995, 0.030, 0.058, 0.078
16-41-07.721,22219, 0.012, 0.016, 0.998, 0.06, -0.34, -0.09, -37.017, 3.767, -34.225, 3.97, 6.35, 9.14, 0.995, 0.030, 0.058, 0.078
16-41-07.727,22224, 0.014, 0.015, 0.995, 0.12, -0.22, 0.03, -37.017, 3.767, -34.225, 3.96, 6.34, 9.14, 0.995, 0.030, 0.058, 0.078
16-41-07.731,22229, 0.014, 0.015, 1.000, 0.12, -0.03, 0.03, -37.017, 3.767, -34.225, 3.96, 6.33, 9.14, 0.995, 0.030, 0.058, 0.078
16-41-07.737,22234, 0.009, 0.014, 1.000, 0.06, -0.22, -0.03, -37.017, 3.767, -34.225, 3.95, 6.32, 9.14, 0.995, 0.030, 0.058, 0.078
16-41-07.741,22239, 0.012, 0.016, 0.994, 0.00, -0.34, -0.03, -37.017, 3.767, -34.225, 3.95, 6.31, 9.14, 0.995, 0.030, 0.058, 0.078
16-41-07.747,22244, 0.016, 0.012, 0.996, 0.00, -0.15, -0.09, -37.017, 3.767, -34.225, 3.94, 6.30, 9.14, 0.995, 0.030, 0.057, 0.078
16-41-07.751,22249, 0.014, 0.015, 0.996, 0.06, -0.09, -0.09, -37.017, 3.767, -34.225, 3.94, 6.29, 9.14, 0.995, 0.030, 0.057, 0.078
16-41-07.757,22254, 0.008, 0.016, 0.998, 0.00, -0.03, -0.09, -37.017, 3.767, -34.225, 3.94, 6.28, 9.14, 0.995, 0.030, 0.057, 0.078
16-41-07.761,22259, 0.008, 0.016, 0.991, 0.06, -0.03, -0.21, -37.017, 3.767, -34.225, 3.93, 6.27, 9.14, 0.995, 0.030, 0.057, 0.078
16-41-07.767,22264, 0.008, 0.018, 0.997, -0.07, -0.34, -0.21, -37.017, 3.767, -34.225, 3.93, 6.26, 9.14, 0.995, 0.030, 0.057, 0.078
16-41-07.775,22269, 0.010, 0.018, 0.998, -0.13, -0.52, -0.34, -37.017, 3.767, -34.225, 3.92, 6.25, 9.13, 0.995, 0.030, 0.057, 0.078
16-41-07.777,22274, 0.014, 0.012, 0.999, 0.00, -0.46, -0.40, -37.017, 3.767, -34.225, 3.92, 6.24, 9.13, 0.995, 0.030, 0.057, 0.078
16-41-07.781,22279, 0.011, 0.014, 0.997, 0.18, -0.28, -0.46, -37.017, 3.767, -34.225, 3.91, 6.23, 9.13, 0.995, 0.030, 0.057, 0.078
16-41-07.786,22284, 0.011, 0.014, 1.000, 0.00, -0.22, -0.52, -37.017, 3.767, -34.225, 3.91, 6.22, 9.12, 0.995, 0.030, 0.057, 0.078
16-41-07.792,22289, 0.010, 0.012, 0.994, -0.07, -0.22, -0.46, -37.017, 3.767, -34.225, 3.91, 6.21, 9.12, 0.995, 0.030, 0.057, 0.078
16-41-07.796,22294, 0.012, 0.012, 0.999, 0.06, -0.09, -0.40, -37.017, 3.767, -34.225, 3.90, 6.20, 9.12, 0.995, 0.030, 0.057, 0.078
16-41-07.802,22299, 0.012, 0.019, 0.995, 0.12, -0.15, -0.34, -37.017, 3.767, -34.225, 3.90, 6.19, 9.12, 0.995, 0.030, 0.056, 0.077
16-41-07.806,22304, 0.012, 0.013, 1.000, 0.06, -0.34, -0.09, -37.017, 3.767, -34.225, 3.89, 6.18, 9.12, 0.995, 0.030, 0.056, 0.077
16-41-07.812,22309, 0.008, 0.017, 0.995, 0.06, -0.34, 0.03, -37.017, 3.767, -34.225, 3.89, 6.16, 9.12, 0.995, 0.030, 0.056, 0.077
16-41-07.816,22314, 0.013, 0.011, 0.996, -0.07, -0.28, 0.03, -37.017, 3.767, -34.225, 3.88, 6.15, 9.12, 0.995, 0.029, 0.056, 0.077
16-41-07.822,22319, 0.011, 0.020, 0.994, 0.06, -0.34, 0.03, -37.017, 3.767, -34.225, 3.88, 6.14, 9.12, 0.995, 0.029, 0.056, 0.077
16-41-07.828,22324, 0.011, 0.017, 0.996, 0.36, -0.40, -0.03, -37.017, 3.767, -34.225, 3.88, 6.13, 9.11, 0.995, 0.029, 0.056, 0.077
16-41-07.832,22329, 0.012, 0.010, 0.997, 0.36, -0.46, -0.03, -37.017, 3.767, -34.225, 3.88, 6.12, 9.11, 0.995, 0.029, 0.056, 0.077
16-41-07.838,22334, 0.011, 0.018, 0.998, 0.18, -0.15, -0.03, -37.017, 3.767, -34.225, 3.87, 6.11, 9.11, 0.995, 0.029, 0.056, 0.077
16-41-07.842,22339, 0.012, 0.014, 1.000, 0.06, -0.15, -0.09, -37.017, 3.767, -34.225, 3.87, 6.10, 9.11, 0.995, 0.029, 0.056, 0.077
16-41-07.848,22344, 0.007, 0.013, 0.998, -0.07, -0.22, -0.03, -37.017, 3.767, -34.225, 3.86, 6.09, 9.11, 0.995, 0.029, 0.056, 0.077
16-41-07.852,22349, 0.006, 0.016, 0.996, 0.12, -0.15, 0.03, -37.017, 3.767, -34.225, 3.86, 6.08, 9.11, 0.995, 0.029, 0.056, 0.077
16-41-07.858,22354, 0.011, 0.016, 1.000, 0.18, -0.09, 0.03, -37.017, 3.767, -34.225, 3.86, 6.07, 9.11, 0.995, 0.029, 0.055, 0.077
16-41-07.862,22359, 0.010, 0.019, 0.996, 0.12, -0.22, -0.03, -37.017, 3.767, -34.225, 3.85, 6.06, 9.11, 0.995, 0.029, 0.055, 0.077
16-41-07.868,22364, 0.009, 0.020, 0.997, 0.00, -0.34, -0.27, -37.017, 3.767, -34.225, 3.85, 6.05, 9.11, 0.995, 0.029, 0.055, 0.077
16-41-07.872,22369, 0.011, 0.015, 0.992, 0.00, -0.28, -0.27, -37.017, 3.767, -34.225, 3.85, 6.04, 9.11, 0.995, 0.029, 0.055, 0.077
16-41-07.878,22374, 0.011, 0.015, 0.994, 0.06, -0.28, -0.27, -37.017, 3.767, -34.225, 3.84, 6.03, 9.10, 0.995, 0.029, 0.055, 0.077
16-41-07.882,22379, 0.013, 0.014, 0.994, 0.12, -0.22, -0.27, -37.017, 3.767, -34.225, 3.84, 6.02, 9.10, 0.995, 0.029, 0.055, 0.077
16-41-07.888,22384, 0.012, 0.020, 0.994, 0.00, -0.34, -0.21, -37.017, 3.767, -34.225, 3.84, 6.01, 9.10, 0.995, 0.029, 0.055, 0.077
16-41-07.892,22389, 0.014, 0.018, 0.996, -0.07, -0.28, -0.21, -37.017, 3.767, -34.225, 3.83, 6.00, 9.10, 0.995, 0.029, 0.055, 0.077
16-41-07.897,22394, 0.007, 0.014, 0.994, 0.12, -0.15, -0.15, -37.017, 3.767, -34.225, 3.83, 5.99, 9.10, 0.995, 0.029, 0.055, 0.077
16-41-07.901,22399, 0.015, 0.011, 0.999, -0.07, -0.03, -0.21, -37.017, 3.767, -34.225, 3.82, 5.98, 9.10, 0.995, 0.029, 0.055, 0.077
16-41-07.907,22404, 0.011, 0.017, 0.997, -0.07, -0.09, -0.21, -37.017, 3.767, -34.225, 3.82, 5.97, 9.10, 0.995, 0.029, 0.055, 0.077
16-41-07.911,22409, 0.014, 0.016, 0.999, -0.07, -0.15, -0.21, -37.017, 3.767, -34.225, 3.81, 5.96, 9.09, 0.995, 0.029, 0.054, 0.077
16-41-07.917,22414, 0.011, 0.017, 0.994, 0.00, -0.09, -0.15, -37.017, 3.767, -34.225, 3.81, 5.95, 9.09, 0.995, 0.029, 0.054, 0.077
16-41-07.921,22419, 0.012, 0.020, 0.998, 0.06, 0.03, -0.15, -37.017, 3.767, -34.225, 3.81, 5.94, 9.09, 0.995, 0.029, 0.054, 0.077
16-41-07.927,22424, 0.011, 0.014, 0.997, 0.00, 0.03, -0.15, -37.017, 3.767, -34.225, 3.80, 5.93, 9.09, 0.995, 0.029, 0.054, 0.077
16-41-07.931,22429, 0.012, 0.011, 0.999, -0.13, -0.03, -0.09, -37.017, 3.767, -34.225, 3.80, 5.92, 9.09, 0.995, 0.029, 0.054, 0.077
16-41-07.937,22434, 0.011, 0.019, 0.999, -0.13, 0.15, -0.09, -37.017, 3.767, -34.225, 3.79, 5.92, 9.09, 0.995, 0.029, 0.054, 0.077
16-41-07.941,22439, 0.008, 0.010, 0.989, -0.07, 0.03, -0.03, -37.017, 3.767, -34.225, 3.79, 5.91, 9.09, 0.995, 0.029, 0.054, 0.077
16-41-07.947,22444, 0.008, 0.018, 0.995, 0.00, -0.28, 0.03, -37.017, 3.767, -34.225, 3.78, 5.90, 9.09, 0.995, 0.029, 0.054, 0.077
16-41-07.951,22449, 0.010, 0.014, 0.995, 0.00, -0.09, 0.03, -37.017, 3.767, -34.225, 3.78, 5.89, 9.09, 0.995, 0.029, 0.054, 0.077
16-41-07.957,22454, 0.011, 0.014, 0.993, 0.06, 0.09, 0.03, -37.017, 3.767, -34.225, 3.78, 5.88, 9.09, 0.995, 0.029, 0.054, 0.077
16-41-07.961,22459, 0.016, 0.011, 0.998, -0.13, -0.15, 0.03, -37.017, 3.767, -34.225, 3.77, 5.87, 9.09, 0.995, 0.029, 0.054, 0.077
16-41-07.967,22464, 0.010, 0.016, 0.994, 0.00, -0.15, 0.03, -37.017, 3.767, -34.225, 3.77, 5.86, 9.09, 0.995, 0.029, 0.054, 0.077
16-41-07.971,22469, 0.012, 0.016, 0.996, 0.06, -0.09, 0.09, -37.017, 3.767, -34.225, 3.76, 5.85, 9.09, 0.995, 0.029, 0.053, 0.077
16-41-07.977,22474, 0.016, 0.016, 0.996, -0.07, -0.09, 0.09, -37.017, 3.767, -34.225, 3.76, 5.84, 9.09, 0.995, 0.029, 0.053, 0.077
16-41-07.981,22479, 0.007, 0.012, 1.000, 0.06, -0.15, -0.03, -37.017, 3.767, -34.225, 3.76, 5.83, 9.09, 0.995, 0.029, 0.053, 0.077
16-41-07.987,22484, 0.012, 0.019, 0.994, 0.12, -0.15, 0.03, -37.017, 3.767, -34.225, 3.75, 5.82, 9.09, 0.995, 0.029, 0.053, 0.077
16-41-07.991,22489, 0.011, 0.015, 0.998, 0.00, 0.03, 0.09, -37.017, 3.767, -34.225, 3.75, 5.82, 9.09, 0.995, 0.029, 0.053, 0.077
16-41-07.997,22494, 0.014, 0.019, 0.999, -0.07, -0.09, -0.09, -37.017, 3.767, -34.225, 3.75, 5.81, 9.08, 0.995, 0.029, 0.053, 0.077
16-41-08.001,22499, 0.010, 0.017, 0.996, 0.06, -0.09, -0.03, -37.017, 3.767, -34.225, 3.74, 5.80, 9.08, 0.995, 0.029, 0.053, 0.077
16-41-08.007,22504, 0.012, 0.014, 0.997, 0.18, -0.09, 0.09, -37.017, 3.767, -34.225, 3.74, 5.79, 9.08, 0.995, 0.028, 0.053, 0.077
16-41-08.011,22509, 0.012, 0.018, 0.999, 0.00, 0.09, -0.09, -37.017, 3.767, -34.225, 3.74, 5.78, 9.08, 0.995, 0.028, 0.053, 0.077
16-41-08.017,22514, 0.011, 0.018, 0.998, -0.07, 0.03, -0.03, -37.017, 3.767, -34.225, 3.73, 5.77, 9.08, 0.995, 0.028, 0.053, 0.077
16-41-08.021,22519, 0.012, 0.013, 0.996, 0.06, -0.03, 0.09, -37.017, 3.767, -34.225, 3.73, 5.76, 9.08, 0.995, 0.028, 0.053, 0.077
16-41-08.027,22524, 0.013, 0.013, 0.994, 0.12, -0.15, 0.03, -37.017, 3.767, -34.225, 3.72, 5.75, 9.08, 0.995, 0.028, 0.053, 0.077
16-41-08.031,22529, 0.012, 0.014, 0.996, 0.06, -0.09, -0.03, -37.017, 3.767, -34.225, 3.72, 5.74, 9.08, 0.995, 0.028, 0.052, 0.077
16-41-08.037,22534, 0.012, 0.021, 0.996, -0.07, -0.15, 0.03, -37.017, 3.767, -34.225, 3.72, 5.74, 9.08, 0.995, 0.028, 0.052, 0.077
16-41-08.041,22539, 0.010, 0.017, 0.993, 0.06, -0.09, -0.03, -37.017, 3.767, -34.225, 3.71, 5.73, 9.08, 0.995, 0.028, 0.052, 0.077
16-41-08.047,22544, 0.011, 0.016, 1.000, 0.18, -0.03, 0.03, -37.017, 3.767, -34.225, 3.71, 5.72, 9.08, 0.995, 0.028, 0.052, 0.077
16-41-08.051,22549, 0.013, 0.018, 0.999, 0.12, -0.15, -0.03, -37.017, 3.767, -34.225, 3.71, 5.71, 9.08, 0.995, 0.028, 0.052, 0.077
16-41-08.057,22554, 0.012, 0.014, 0.998, 0.06, -0.22, -0.03, -37.017, 3.767, -34.225, 3.70, 5.70, 9.08, 0.995, 0.028, 0.052, 0.077
16-41-08.061,22559, 0.008, 0.018, 0.993, 0.12, -0.09, 0.03, -37.017, 3.767, -34.225, 3.70, 5.69, 9.08, 0.995, 0.028, 0.052, 0.077
16-41-08.067,22564, 0.017, 0.014, 1.000, -0.07, -0.09, -0.09, -37.017, 3.767, -34.225, 3.70, 5.68, 9.08, 0.995, 0.028, 0.052, 0.077
16-41-08.071,22569, 0.009, 0.018, 0.993, 0.00, -0.03, -0.03, -37.017, 3.767, -34.225, 3.69, 5.67, 9.08, 0.995, 0.028, 0.052, 0.077
16-41-08.077,22574, 0.010, 0.016, 0.994, 0.12, 0.03, -0.03, -37.017, 3.767, -34.225, 3.69, 5.66, 9.08, 0.995, 0.028, 0.052, 0.077
16-41-08.081,22579, 0.014, 0.012, 0.995, 0.06, -0.09, -0.15, -37.017, 3.767, -34.225, 3.69, 5.66, 9.08, 0.995, 0.028, 0.052, 0.077
16-41-08.087,22584, 0.017, 0.015, 0.995, 0.12, -0.03, -0.09, -37.017, 3.767, -34.225, 3.68, 5.65, 9.08, 0.995, 0.028, 0.052, 0.077
16-41-08.091,22589, 0.014, 0.012, 0.998, 0.06, 0.09, -0.03, -37.017, 3.767, -34.225, 3.68, 5.64, 9.08, 0.995, 0.028, 0.052, 0.077
16-41-08.097,22594, 0.011, 0.019, 0.997, 0.06, -0.03, -0.09, -37.017, 3.767, -34.225, 3.68, 5.63, 9.07, 0.995, 0.028, 0.051, 0.077
16-41-08.101,22599, 0.012, 0.014, 0.998, 0.00, -0.09, -0.15, -37.017, 3.767, -34.225, 3.67, 5.62, 9.07, 0.995, 0.028, 0.051, 0.077
