Time,TimeStamp, AccX, AccY, AccZ, GyrX, GyrY, GyrZ, MagX, MagY, MagZ, Roll, Pitch, Yaw, Qw, Qx, Qy, Qz
16-41-06.587,21083, -0.242, 0.224, 1.057, -232.18, 63.69, -85.11, -37.017, 3.767, -34.225, 18.43, 17.67, -5.75, 0.973, 0.166, 0.143, -0.073
16-41-06.591,21088, -0.229, 0.242, 1.156, -160.53, 70.89, -72.60, -37.017, 3.767, -34.225, 17.54, 18.10, -6.00, 0.973, 0.158, 0.147, -0.075
16-41-06.597,21093, -0.164, 0.159, 1.247, -99.19, 67.90, -57.46, -37.017, 3.767, -34.225, 16.97, 18.50, -6.19, 0.973, 0.154, 0.151, -0.076
16-41-06.601,21098, -0.208, 0.178, 1.258, -61.59, 63.38, -44.59, -37.017, 3.767, -34.225, 16.60, 18.85, -6.32, 0.973, 0.151, 0.154, -0.077
16-41-06.607,21103, -0.078, 0.154, 1.204, -48.41, 66.56, -40.25, -37.017, 3.767, -34.225, 16.31, 19.20, -6.43, 0.973, 0.149, 0.157, -0.078
16-41-06.611,21108, -0.410, 0.111, 1.094, -53.72, 72.17, -27.19, -37.017, 3.767, -34.225, 16.02, 19.58, -6.47, 0.973, 0.147, 0.160, -0.079
16-41-06.617,21114, -0.086, 0.079, 1.033, -71.66, 70.40, 5.77, -37.017, 3.767, -34.225, 15.68, 19.89, -6.35, 0.973, 0.144, 0.163, -0.078
16-41-06.621,21119, -0.226, 0.228, 1.065, -81.91, 54.35, 17.61, -37.017, 3.767, -34.225, 15.32, 20.12, -6.18, 0.973, 0.140, 0.166, -0.076
16-41-06.627,21124, -0.226, 0.225, 0.972, -82.89, 39.40, -17.00, -37.017, 3.767, -34.225, 14.90, 20.32, -6.21, 0.973, 0.137, 0.168, -0.076
16-41-06.631,21129, -0.259, 0.218, 0.976, -101.75, 26.88, -47.94, -37.017, 3.767, -34.225, 14.31, 20.50, -6.43, 0.974, 0.132, 0.169, -0.077
16-41-06.637,21134, -0.255, 0.201, 0.999, -128.73, 28.65, -54.29, -37.017, 3.767, -34.225, 13.58, 20.69, -6.67, 0.974, 0.126, 0.171, -0.078
16-41-06.641,21139, -0.339, 0.263, 1.060, -147.77, 42.26, -48.06, -37.017, 3.767, -34.225, 12.77, 20.94, -6.87, 0.974, 0.120, 0.174, -0.079
16-41-06.647,21144, -0.346, 0.250, 1.076, -149.30, 50.57, -40.07, -37.017, 3.767, -34.225, 11.97, 21.23, -7.02, 0.975, 0.114, 0.177, -0.079
16-41-06.651,21149, -0.346, 0.233, 1.090, -146.00, 44.58, -31.95, -37.017, 3.767, -34.225, 11.20, 21.47, -7.14, 0.975, 0.107, 0.179, -0.079
16-41-06.657,21154, -0.320, 0.209, 1.079, -149.30, 34.39, -26.15, -37.017, 3.767, -34.225, 10.41, 21.66, -7.24, 0.975, 0.101, 0.181, -0.079
16-41-06.661,21159, -0.287, 0.164, 1.035, -162.72, 26.82, -23.35, -37.017, 3.767, -34.225, 9.56, 21.80, -7.34, 0.976, 0.094, 0.183, -0.078
16-41-06.667,21164, -0.300, 0.127, 1.017, -177.68, 23.47, -24.57, -37.017, 3.767, -34.225, 8.63, 21.92, -7.45, 0.976, 0.086, 0.184, -0.078
16-41-06.671,21169, -0.277, 0.085, 0.954, -183.72, 22.55, -28.23, -37.017, 3.767, -34.225, 7.66, 22.04, -7.59, 0.976, 0.078, 0.186, -0.078
16-41-06.677,21174, -0.271, 0.056, 0.963, -179.51, 23.16, -30.85, -37.017, 3.767, -34.225, 6.70, 22.17, -7.74, 0.977, 0.070, 0.188, -0.077
16-41-06.683,21179, -0.273, 0.016, 0.968, -169.38, 27.74, -31.59, -37.017, 3.767, -34.225, 5.79, 22.31, -7.90, 0.977, 0.063, 0.189, -0.077
16-41-06.687,21184, -0.278, -0.023, 1.046, -160.40, 32.99, -30.85, -37.017, 3.767, -34.225, 4.92, 22.48, -8.05, 0.977, 0.056, 0.191, -0.077
16-41-06.693,21189, -0.287, -0.049, 1.132, -153.20, 34.94, -28.47, -37.017, 3.767, -34.225, 4.09, 22.65, -8.19, 0.977, 0.049, 0.193, -0.077
16-41-06.697,21194, -0.302, -0.021, 1.193, -136.66, 32.80, -22.86, -37.017, 3.767, -34.225, 3.35, 22.81, -8.31, 0.977, 0.043, 0.195, -0.077
16-41-06.702,21199, -0.335, 0.019, 1.275, -104.50, 28.90, -12.60, -37.017, 3.767, -34.225, 2.80, 22.94, -8.37, 0.977, 0.038, 0.197, -0.076
16-41-06.706,21204, -0.344, 0.052, 1.274, -64.21, 25.72, 1.50, -37.017, 3.767, -34.225, 2.49, 23.06, -8.36, 0.977, 0.036, 0.198, -0.076
16-41-06.712,21209, -0.326, 0.041, 1.267, -29.30, 24.08, 14.92, -37.017, 3.767, -34.225, 2.37, 23.16, -8.27, 0.977, 0.035, 0.199, -0.075
16-41-06.716,21214, -0.320, 0.027, 1.268, -3.42, 22.55, 25.73, -37.017, 3.767, -34.225, 2.41, 23.25, -8.13, 0.977, 0.035, 0.200, -0.074
16-41-06.722,21219, -0.372, -0.016, 1.267, 22.58, 19.25, 35.00, -37.017, 3.767, -34.225, 2.60, 23.33, -7.93, 0.976, 0.036, 0.200, -0.072
16-41-06.726,21224, -0.300, 0.011, 1.328, 55.60, 7.72, 47.64, -37.017, 3.767, -34.225, 2.97, 23.34, -7.67, 0.976, 0.039, 0.200, -0.071
16-41-06.732,21229, -0.283, 0.040, 1.244, 82.58, -10.59, 63.20, -37.017, 3.767, -34.225, 3.52, 23.25, -7.34, 0.977, 0.043, 0.199, -0.069
16-41-06.736,21234, -0.279, 0.067, 1.168, 93.01, -25.36, 73.46, -37.017, 3.767, -34.225, 4.13, 23.09, -6.95, 0.977, 0.047, 0.197, -0.067
16-41-06.742,21239, -0.241, 0.048, 1.127, 86.54, -29.39, 75.04, -37.017, 3.767, -34.225, 4.72, 22.89, -6.55, 0.977, 0.052, 0.196, -0.064
16-41-06.746,21244, -0.239, 0.065, 1.078, 69.03, -26.09, 68.33, -37.017, 3.767, -34.225, 5.20, 22.72, -6.20, 0.977, 0.055, 0.194, -0.062
16-41-06.752,21249, -0.263, 0.096, 1.001, 44.86, -18.47, 52.15, -37.017, 3.767, -34.225, 5.53, 22.59, -5.93, 0.978, 0.057, 0.193, -0.060
16-41-06.756,21254, -0.265, 0.089, 0.976, 18.92, -10.23, 34.64, -37.017, 3.767, -34.225, 5.69, 22.51, -5.74, 0.978, 0.058, 0.192, -0.059
16-41-06.762,21259, -0.224, 0.058, 0.929, -2.14, -5.65, 25.60, -37.017, 3.767, -34.225, 5.73, 22.45, -5.61, 0.978, 0.058, 0.192, -0.058
16-41-06.766,21264, -0.186, 0.038, 0.902, -14.90, -4.98, 21.88, -37.017, 3.767, -34.225, 5.69, 22.40, -5.50, 0.978, 0.058, 0.191, -0.057
16-41-06.772,21269, -0.154, 0.019, 0.861, -20.45, -6.44, 16.45, -37.017, 3.767, -34.225, 5.61, 22.34, -5.42, 0.978, 0.057, 0.191, -0.056
16-41-06.776,21274, -0.205, 0.063, 0.856, -22.95, -10.77, 9.06, -37.017, 3.767, -34.225, 5.51, 22.27, -5.37, 0.979, 0.056, 0.190, -0.055
16-41-06.782,21279, -0.251, 0.092, 0.877, -27.41, -15.72, 3.20, -37.017, 3.767, -34.225, 5.38, 22.18, -5.36, 0.979, 0.055, 0.190, -0.055
16-41-06.786,21284, -0.286, 0.093, 0.902, -32.90, -18.89, 3.63, -37.017, 3.767, -34.225, 5.22, 22.07, -5.35, 0.979, 0.054, 0.189, -0.055
16-41-06.792,21289, -0.222, 0.120, 0.902, -34.12, -23.35, 8.70, -37.017, 3.767, -34.225, 5.07, 21.94, -5.32, 0.979, 0.052, 0.188, -0.054
16-41-06.796,21294, -0.248, 0.092, 0.868, -29.85, -26.77, 12.97, -37.017, 3.767, -34.225, 4.94, 21.79, -5.26, 0.980, 0.051, 0.187, -0.053
16-41-06.802,21299, -0.238, 0.085, 0.940, -18.86, -24.51, 14.68, -37.017, 3.767, -34.225, 4.87, 21.65, -5.19, 0.980, 0.050, 0.186, -0.052
16-41-06.806,21304, -0.246, 0.106, 0.941, -7.94, -20.24, 16.27, -37.017, 3.767, -34.225, 4.86, 21.53, -5.11, 0.980, 0.050, 0.185, -0.052
16-41-06.812,21309, -0.258, 0.118, 0.965, 0.42, -15.41, 19.87, -37.017, 3.767, -34.225, 4.91, 21.44, -5.01, 0.980, 0.050, 0.184, -0.051
16-41-06.816,21314, -0.236, 0.099, 0.983, 10.25, -11.51, 26.76, -37.017, 3.767, -34.225, 5.01, 21.36, -4.87, 0.981, 0.051, 0.183, -0.050
16-41-06.822,21319, -0.216, 0.097, 0.960, 21.11, -10.65, 34.21, -37.017, 3.767, -34.225, 5.18, 21.27, -4.70, 0.981, 0.052, 0.182, -0.049
16-41-06.828,21324, -0.224, 0.105, 0.910, 29.84, -14.31, 38.48, -37.017, 3.767, -34.225, 5.40, 21.17, -4.50, 0.981, 0.053, 0.182, -0.047
16-41-06.832,21329, -0.251, 0.119, 0.916, 31.00, -18.04, 38.91, -37.017, 3.767, -34.225, 5.63, 21.06, -4.30, 0.981, 0.055, 0.181, -0.046
16-41-06.836,21334, -0.242, 0.112, 0.919, 27.34, -19.56, 38.67, -37.017, 3.767, -34.225, 5.84, 20.93, -4.10, 0.981, 0.057, 0.179, -0.044
16-41-06.842,21339, -0.233, 0.089, 0.942, 23.80, -19.20, 41.84, -37.017, 3.767, -34.225, 6.03, 20.80, -3.89, 0.981, 0.058, 0.178, -0.043
16-41-06.846,21344, -0.227, 0.133, 0.930, 22.46, -16.15, 46.36, -37.017, 3.767, -34.225, 6.23, 20.68, -3.65, 0.981, 0.059, 0.177, -0.041
16-41-06.852,21349, -0.213, 0.137, 0.983, 22.76, -11.02, 47.82, -37.017, 3.767, -34.225, 6.44, 20.59, -3.40, 0.982, 0.061, 0.177, -0.039
16-41-06.856,21354, -0.228, 0.168, 1.019, 24.29, -5.16, 44.89, -37.017, 3.767, -34.225, 6.65, 20.53, -3.17, 0.982, 0.062, 0.176, -0.037
16-41-06.862,21359, -0.242, 0.171, 1.034, 22.88, -0.95, 39.70, -37.017, 3.767, -34.225, 6.84, 20.49, -2.95, 0.982, 0.063, 0.176, -0.036
16-41-06.866,21364, -0.224, 0.161, 0.992, 15.56, -0.77, 36.04, -37.017, 3.767, -34.225, 6.99, 20.45, -2.76, 0.982, 0.064, 0.176, -0.034
16-41-06.872,21369, -0.192, 0.105, 0.954, 4.27, -4.12, 33.42, -37.017, 3.767, -34.225, 7.07, 20.39, -2.59, 0.982, 0.065, 0.175, -0.033
16-41-06.876,21374, -0.168, 0.074, 0.945, -6.90, -7.48, 28.72, -37.017, 3.767, -34.225, 7.08, 20.32, -2.44, 0.982, 0.065, 0.175, -0.032
16-41-06.882,21379, -0.203, 0.093, 0.914, -15.02, -12.00, 24.14, -37.017, 3.767, -34.225, 7.04, 20.23, -2.32, 0.982, 0.064, 0.174, -0.031
16-41-06.886,21384, -0.211, 0.114, 0.883, -23.87, -18.40, 22.25, -37.017, 3.767, -34.225, 6.96, 20.12, -2.22, 0.982, 0.063, 0.173, -0.030
16-41-06.892,21389, -0.212, 0.098, 0.892, -35.83, -21.27, 20.78, -37.017, 3.767, -34.225, 6.81, 19.99, -2.12, 0.983, 0.062, 0.172, -0.029
16-41-06.896,21394, -0.215, 0.078, 0.916, -47.00, -16.63, 18.16, -37.017, 3.767, -34.225, 6.61, 19.89, -2.04, 0.983, 0.060, 0.171, -0.027
16-41-06.902,21399, -0.215, 0.055, 0.970, -53.53, -7.23, 15.23, -37.017, 3.767, -34.225, 6.36, 19.83, -1.96, 0.983, 0.058, 0.171, -0.026
16-41-06.906,21404, -0.199, 0.044, 0.997, -55.30, 1.31, 13.89, -37.017, 3.767, -34.225, 6.10, 19.82, -1.89, 0.983, 0.055, 0.171, -0.025
16-41-06.912,21409, -0.208, 0.045, 1.030, -50.42, 5.28, 14.68, -37.017, 3.767, -34.225, 5.87, 19.82, -1.81, 0.984, 0.053, 0.171, -0.024
16-41-06.916,21414, -0.218, 0.062, 1.048, -39.98, 4.48, 16.33, -37.017, 3.767, -34.225, 5.70, 19.82, -1.73, 0.984, 0.052, 0.171, -0.023
16-41-06.922,21419, -0.235, 0.097, 1.099, -28.94, 0.52, 18.40, -37.017, 3.767, -34.225, 5.59, 19.80, -1.63, 0.984, 0.050, 0.171, -0.022
16-41-06.926,21424, -0.719, 0.316, 2.731, -25.21, -13.34, 21.15, -37.017, 3.767, -34.225, 5.50, 19.72, -1.52, 0.984, 0.050, 0.170, -0.021
16-41-06.932,21429, -0.258, 0.274, 0.813, -71.48, -93.11, 18.52, -37.017, 3.767, -34.225, 5.18, 19.24, -1.46, 0.985, 0.047, 0.166, -0.020
16-41-06.936,21434, -0.248, 0.026, 1.034, -113.04, -181.86, 18.77, -37.017, 3.767, -34.225, 4.61, 18.32, -1.45, 0.986, 0.042, 0.159, -0.019
16-41-06.942,21439, -0.059, -0.047, 1.111, -101.57, -203.16, 32.07, -37.017, 3.767, -34.225, 4.12, 17.28, -1.36, 0.988, 0.037, 0.150, -0.017
16-41-06.946,21444, -0.112, -0.119, 1.207, -92.29, -181.92, 38.73, -37.017, 3.767, -34.225, 3.68, 16.34, -1.23, 0.989, 0.033, 0.142, -0.015
16-41-06.952,21449, -0.182, 0.015, 1.854, -76.97, -168.86, 39.64, -37.017, 3.767, -34.225, 3.34, 15.47, -1.08, 0.990, 0.030, 0.134, -0.013
16-41-06.956,21454, 0.031, 0.120, 0.846, -29.36, -198.76, 49.10, -37.017, 3.767, -34.225, 3.25, 14.44, -0.88, 0.992, 0.029, 0.125, -0.011
16-41-06.962,21459, -0.162, -0.147, 1.047, 0.30, -225.07, 58.01, -37.017, 3.767, -34.225, 3.29, 13.29, -0.66, 0.993, 0.029, 0.116, -0.009
16-41-06.968,21464, -0.040, -0.020, 0.968, 2.56, -221.59, 60.39, -37.017, 3.767, -34.225, 3.35, 12.15, -0.41, 0.994, 0.029, 0.106, -0.007
16-41-06.972,21469, -0.065, -0.115, 1.143, -0.61, -205.29, 69.61, -37.017, 3.767, -34.225, 3.39, 11.09, -0.12, 0.995, 0.030, 0.097, -0.004
16-41-06.978,21474, 0.183, -0.176, 1.308, -1.84, -181.00, 82.49, -37.017, 3.767, -34.225, 3.43, 10.14, 0.24, 0.996, 0.030, 0.088, -0.001
16-41-06.982,21479, 0.068, -0.148, 1.357, -2.32, -116.98, 72.05, -37.017, 3.767, -34.225, 3.46, 9.51, 0.56, 0.996, 0.030, 0.083, 0.002
16-41-06.988,21484, 0.027, 0.134, 1.000, -1.90, -20.91, 42.45, -37.017, 3.767, -34.225, 3.49, 9.38, 0.77, 0.996, 0.030, 0.082, 0.004
16-41-06.992,21489, 0.061, -0.281, 1.029, -0.74, 28.04, 37.93, -37.017, 3.767, -34.225, 3.49, 9.49, 0.97, 0.996, 0.030, 0.083, 0.006
16-41-06.998,21494, 0.076, -0.233, 0.946, -0.19, 33.17, 54.23, -37.017, 3.767, -34.225, 3.51, 9.62, 1.25, 0.996, 0.030, 0.084, 0.008
16-41-07.001,21499, 0.028, -0.178, 0.951, -1.35, 22.92, 65.95, -37.017, 3.767, -34.225, 3.54, 9.69, 1.59, 0.996, 0.030, 0.085, 0.011
16-41-07.007,21504, 0.073, -0.165, 1.003, -1.77, 6.93, 68.21, -37.017, 3.767, -34.225, 3.57, 9.69, 1.93, 0.996, 0.030, 0.085, 0.014
16-41-07.011,21509, 0.047, -0.033, 1.044, -0.98, -3.08, 62.71, -37.017, 3.767, -34.225, 3.61, 9.63, 2.25, 0.996, 0.030, 0.085, 0.017
16-41-07.017,21514, -0.070, 0.036, 0.951, 0.91, -5.53, 48.55, -37.017, 3.767, -34.225, 3.65, 9.58, 2.49, 0.996, 0.030, 0.084, 0.019
16-41-07.021,21519, 0.031, -0.075, 1.002, 0.06, -9.07, 31.34, -37.017, 3.767, -34.225, 3.66, 9.51, 2.64, 0.996, 0.030, 0.084, 0.020
16-41-07.026,21524, 0.043, 0.128, 1.135, 0.24, -14.74, 27.07, -37.017, 3.767, -34.225, 3.69, 9.41, 2.78, 0.996, 0.030, 0.083, 0.021
16-41-07.031,21529, 0.071, 0.084, 0.995, -0.92, -16.02, 28.29, -37.017, 3.767, -34.225, 3.71, 9.30, 2.91, 0.996, 0.030, 0.082, 0.023
16-41-07.037,21534, -0.126, 0.088, 0.970, -1.10, -11.20, 25.60, -37.017, 3.767, -34.225, 3.73, 9.23, 3.04, 0.996, 0.030, 0.081, 0.024
16-41-07.041,21539, -0.077, 0.079, 0.966, -0.80, -10.84, 18.77, -37.017, 3.767, -34.225, 3.74, 9.17, 3.13, 0.996, 0.030, 0.081, 0.025
16-41-07.047,21544, 0.017, 0.047, 1.000, -0.13, -14.07, 16.69, -37.017, 3.767, -34.225, 3.75, 9.08, 3.21, 0.996, 0.030, 0.080, 0.025
16-41-07.051,21549, 0.088, 0.029, 0.980, 0.18, -14.31, 16.39, -37.017, 3.767, -34.225, 3.76, 8.98, 3.29, 0.996, 0.030, 0.079, 0.026
16-41-07.057,21554, -0.043, 0.015, 1.046, 0.12, -13.09, 17.00, -37.017, 3.767, -34.225, 3.77, 8.90, 3.37, 0.996, 0.030, 0.078, 0.027
16-41-07.061,21559, -0.015, 0.063, 0.998, 1.16, -11.45, 16.75, -37.017, 3.767, -34.225, 3.79, 8.82, 3.45, 0.996, 0.031, 0.078, 0.027
16-41-07.067,21564, 0.027, 0.079, 1.006, 2.86, -12.30, 15.35, -37.017, 3.767, -34.225, 3.81, 8.74, 3.52, 0.996, 0.031, 0.077, 0.028
16-41-07.071,21569, 0.011, 0.033, 1.001, 1.03, -14.62, 15.35, -37.017, 3.767, -34.225, 3.83, 8.65, 3.60, 0.996, 0.031, 0.076, 0.029
16-41-07.077,21574, -0.039, 0.077, 1.037, 1.22, -14.07, 15.59, -37.017, 3.767, -34.225, 3.84, 8.56, 3.67, 0.996, 0.031, 0.076, 0.029
16-41-07.081,21579, 0.006, 0.037, 0.978, 1.95, -11.39, 14.01, -37.017, 3.767, -34.225, 3.86, 8.49, 3.74, 0.996, 0.031, 0.075, 0.030
16-41-07.087,21584, 0.011, 0.040, 0.991, 0.48, -9.74, 13.34, -37.017, 3.767, -34.225, 3.87, 8.42, 3.80, 0.996, 0.031, 0.074, 0.031
16-41-07.091,21589, 0.013, 0.007, 0.997, 0.18, -11.75, 11.99, -37.017, 3.767, -34.225, 3.87, 8.34, 3.85, 0.996, 0.031, 0.074, 0.031
16-41-07.097,21594, 0.014, -0.002, 1.005, 0.67, -13.89, 9.06, -37.017, 3.767, -34.225, 3.88, 8.26, 3.89, 0.996, 0.031, 0.073, 0.031
16-41-07.101,21599, -0.026, 0.032, 0.973, 0.67, -13.34, 7.36, -37.017, 3.767, -34.225, 3.88, 8.18, 3.93, 0.996, 0.031, 0.072, 0.032
16-41-07.107,21604, 0.009, -0.022, 1.036, -0.07, -10.16, 9.61, -37.017, 3.767, -34.225, 3.88, 8.11, 3.97, 0.996, 0.031, 0.072, 0.032
16-41-07.111,21609, 0.066, 0.007, 0.970, -0.13, -7.97, 11.99, -37.017, 3.767, -34.225, 3.88, 8.05, 4.03, 0.996, 0.031, 0.071, 0.033
16-41-07.117,21614, 0.049, -0.020, 0.996, 0.24, -1.92, 11.38, -37.017, 3.767, -34.225, 3.88, 8.02, 4.08, 0.996, 0.031, 0.071, 0.033
16-41-07.121,21619, 0.057, -0.008, 0.991, 0.73, -1.07, 8.64, -37.017, 3.767, -34.225, 3.89, 7.99, 4.13, 0.996, 0.031, 0.071, 0.034
16-41-07.127,21624, 0.030, -0.009, 0.999, -0.07, -1.80, 7.11, -37.017, 3.767, -34.225, 3.88, 7.97, 4.16, 0.996, 0.031, 0.071, 0.034
16-41-07.131,21629, 0.050, -0.083, 0.993, -0.43, 0.46, 9.80, -37.017, 3.767, -34.225, 3.88, 7.95, 4.21, 0.996, 0.031, 0.070, 0.034
16-41-07.137,21634, 0.092, -0.040, 0.992, 0.36, 0.39, 8.03, -37.017, 3.767, -34.225, 3.87, 7.93, 4.25, 0.996, 0.031, 0.070, 0.035
16-41-07.141,21639, 0.003, 0.054, 0.999, 0.97, -1.25, 4.24, -37.017, 3.767, -34.225, 3.88, 7.91, 4.27, 0.996, 0.031, 0.070, 0.035
16-41-07.150,21644, 0.026, -0.025, 0.993, -0.13, -0.15, 4.00, -37.017, 3.767, -34.225, 3.87, 7.89, 4.29, 0.996, 0.031, 0.070, 0.035
16-41-07.152,21649, 0.009, 0.005, 1.002, -0.74, -1.56, 4.73, -37.017, 3.767, -34.225, 3.87, 7.87, 4.31, 0.996, 0.031, 0.070, 0.035
16-41-07.156,21654, 0.086, -0.050, 1.014, -0.49, -3.57, 3.57, -37.017, 3.767, -34.225, 3.86, 7.83, 4.32, 0.996, 0.031, 0.069, 0.035
16-41-07.162,21659, 0.103, -0.060, 0.980, 0.12, -0.77, 1.98, -37.017, 3.767, -34.225, 3.85, 7.81, 4.33, 0.996, 0.031, 0.069, 0.035
16-41-07.166,21664, -0.140, 0.131, 1.011, 0.79, 0.64, -0.76, -37.017, 3.767, -34.225, 3.86, 7.81, 4.33, 0.996, 0.031, 0.069, 0.035
16-41-07.172,21669, -0.427, 0.122, 0.994, -0.31, 1.92, 5.65, -37.017, 3.767, -34.225, 3.86, 7.84, 4.36, 0.996, 0.031, 0.070, 0.036
16-41-07.176,21674, -0.035, 0.022, 0.993, -0.68, 2.29, 22.31, -37.017, 3.767, -34.225, 3.87, 7.84, 4.47, 0.996, 0.031, 0.070, 0.037
16-41-07.182,21679, -0.008, 0.018, 0.996, -0.31, 1.86, 25.54, -37.017, 3.767, -34.225, 3.88, 7.83, 4.60, 0.996, 0.031, 0.070, 0.038
16-41-07.186,21684, 0.004, 0.003, 0.994, -0.19, 1.68, 24.14, -37.017, 3.767, -34.225, 3.89, 7.82, 4.72, 0.996, 0.031, 0.069, 0.039
16-41-07.192,21689, 0.021, 0.001, 0.997, 0.06, 1.43, 25.06, -37.017, 3.767, -34.225, 3.91, 7.80, 4.85, 0.996, 0.031, 0.069, 0.040
16-41-07.196,21694, -0.005, 0.019, 0.998, 0.12, 1.55, 26.21, -37.017, 3.767, -34.225, 3.92, 7.79, 4.98, 0.996, 0.031, 0.069, 0.041
16-41-07.202,21699, 0.018, -0.003, 0.995, -0.07, 1.49, 25.36, -37.017, 3.767, -34.225, 3.93, 7.77, 5.11, 0.996, 0.031, 0.069, 0.042
16-41-07.206,21704, 0.001, 0.028, 0.997, -0.13, 1.31, 25.06, -37.017, 3.767, -34.225, 3.94, 7.76, 5.23, 0.996, 0.031, 0.069, 0.043
16-41-07.212,21709, 0.008, 0.022, 0.995, -0.19, 1.13, 24.87, -37.017, 3.767, -34.225, 3.96, 7.75, 5.36, 0.996, 0.031, 0.069, 0.044
16-41-07.216,21714, 0.005, -0.006, 0.995, -0.07, 1.31, 24.75, -37.017, 3.767, -34.225, 3.97, 7.73, 5.48, 0.996, 0.031, 0.069, 0.045
16-41-07.222,21719, 0.012, 0.003, 0.992, 0.06, 1.37, 25.36, -37.017, 3.767, -34.225, 3.98, 7.72, 5.61, 0.996, 0.031, 0.069, 0.046
16-41-07.226,21724, 0.025, 0.007, 0.994, 0.30, 1.07, 27.62, -37.017, 3.767, -34.225, 3.99, 7.70, 5.75, 0.996, 0.031, 0.069, 0.048
16-41-07.232,21729, -0.019, 0.040, 1.003, 0.73, 1.49, 31.16, -37.017, 3.767, -34.225, 4.01, 7.69, 5.91, 0.996, 0.031, 0.069, 0.049
16-41-07.236,21734, 0.015, 0.018, 0.989, 0.85, 2.23, 32.07, -37.017, 3.767, -34.225, 4.04, 7.67, 6.07, 0.996, 0.032, 0.069, 0.050
16-41-07.242,21739, 0.003, 0.003, 0.998, -0.13, 2.29, 27.99, -37.017, 3.767, -34.225, 4.05, 7.66, 6.21, 0.996, 0.032, 0.069, 0.052
16-41-07.246,21744, -0.004, 0.035, 0.999, -0.43, 1.55, 25.97, -37.017, 3.767, -34.225, 4.06, 7.65, 6.34, 0.996, 0.032, 0.069, 0.053
16-41-07.252,21749, -0.011, 0.043, 0.996, -0.25, 0.94, 24.38, -37.017, 3.767, -34.225, 4.07, 7.64, 6.46, 0.996, 0.032, 0.068, 0.054
16-41-07.258,21754, -0.011, 0.060, 0.998, -0.25, 0.58, 20.72, -37.017, 3.767, -34.225, 4.09, 7.62, 6.57, 0.996, 0.032, 0.068, 0.055
16-41-07.262,21759, 0.001, 0.031, 0.992, -0.13, 0.46, 15.96, -37.017, 3.767, -34.225, 4.09, 7.61, 6.65, 0.996, 0.032, 0.068, 0.055
16-41-07.266,21764, -0.004, 0.040, 0.995, -0.13, 0.33, 11.51, -37.017, 3.767, -34.225, 4.10, 7.59, 6.70, 0.996, 0.032, 0.068, 0.056
16-41-07.272,21769, -0.008, 0.042, 0.991, -0.19, 0.15, 8.33, -37.017, 3.767, -34.225, 4.10, 7.58, 6.75, 0.996, 0.032, 0.068, 0.056
16-41-07.278,21774, 0.004, 0.026, 0.998, -0.13, 0.09, 5.10, -37.017, 3.767, -34.225, 4.10, 7.57, 6.77, 0.996, 0.032, 0.068, 0.057
16-41-07.282,21779, 0.004, 0.021, 0.995, -0.13, 0.15, 2.29, -37.017, 3.767, -34.225, 4.09, 7.56, 6.78, 0.996, 0.032, 0.068, 0.057
16-41-07.288,21784, 0.010, 0.015, 0.998, -0.25, -0.40, 0.82, -37.017, 3.767, -34.225, 4.09, 7.54, 6.78, 0.996, 0.032, 0.068, 0.057
16-41-07.292,21789, 0.007, 0.015, 0.996, -0.19, -0.89, 0.28, -37.017, 3.767, -34.225, 4.08, 7.53, 6.79, 0.996, 0.032, 0.068, 0.057
16-41-07.298,21794, 0.014, 0.011, 0.999, -0.13, -1.19, 0.09, -37.017, 3.767, -34.225, 4.08, 7.51, 6.78, 0.996, 0.032, 0.067, 0.057
16-41-07.302,21799, 0.012, 0.014, 0.994, -0.25, -1.19, 0.21, -37.017, 3.767, -34.225, 4.07, 7.49, 6.78, 0.996, 0.032, 0.067, 0.057
16-41-07.307,21804, 0.013, 0.007, 0.995, -0.19, -1.01, 0.52, -37.017, 3.767, -34.225, 4.06, 7.47, 6.79, 0.996, 0.031, 0.067, 0.057
16-41-07.312,21809, 0.018, 0.009, 0.994, -0.19, -1.01, 0.82, -37.017, 3.767, -34.225, 4.06, 7.45, 6.79, 0.996, 0.031, 0.067, 0.057
16-41-07.316,21814, 0.033, -0.030, 0.996, -0.25, -1.25, 2.23, -37.017, 3.767, -34.225, 4.05, 7.43, 6.80, 0.996, 0.031, 0.067, 0.057
16-41-07.322,21819, 0.069, -0.081, 1.000, -0.19, -1.25, 4.49, -37.017, 3.767, -34.225, 4.04, 7.41, 6.82, 0.996, 0.031, 0.067, 0.057
16-41-07.326,21824, 0.044, -0.044, 1.000, -0.31, -1.07, 11.20, -37.017, 3.767, -34.225, 4.04, 7.39, 6.87, 0.996, 0.031, 0.066, 0.058
16-41-07.332,21829, 0.028, -0.023, 0.998, -0.37, -1.01, 21.27, -37.017, 3.767, -34.225, 4.04, 7.36, 6.98, 0.996, 0.031, 0.066, 0.058
16-41-07.336,21834, -0.010, 0.075, 1.001, -0.37, -1.07, 30.00, -37.017, 3.767, -34.225, 4.06, 7.33, 7.13, 0.996, 0.031, 0.066, 0.060
16-41-07.342,21839, 0.003, 0.042, 0.998, -0.25, -1.25, 33.42, -37.017, 3.767, -34.225, 4.08, 7.31, 7.30, 0.995, 0.031, 0.066, 0.061
